Sponsor,Study Title,Medicine or Vaccine (generic name),Sponsor Identification Number,Trial Registry Identification Number(s),Medical Condition,Phase,Link to Sponsor Study Registry,Link to study details on ClinicalTrials.gov (if available),Link to study details on EudraCT (if available),Analysis-ready dataset,Annotated case report form,Clinical study report,Dataset specifications,Protocol with any amendments,Raw dataset,Reporting and analysis plan,Additional Information about the data and documents available for this study,Date Added to this Site
Boehringer Ingelheim,Overnight Switch Trial From Pramipexole IR to Pramipexole ER in Patients With Early Parkinson Disease,pramipexole,248.636,NCT00558025,Parkinson Disease,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00558025?term=248.636&rank=2,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Pivotal Study in Advanced Parkinson Disease Patients,pramipexole,248.525,NCT00466167,Parkinson Disease,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00466167?term=248.525&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Study of (Mirapex) Pramipexole for the Early Treatment of Parkinson Disease (PD),pramipexole,248.595,NCT00321854,Parkinson Disease,Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00321854?term=248.595&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,"A 12-week Study of Pramipexole ER in Patients With Parkinson's Disease, Followed by a 52-week Long-term Treatment Period",pramipexole,248.61,NCT00560508,Parkinson Disease,Phase 2,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00560508?term=248.610&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,"A Randomised, Comparing Fixed Doses of Pramipexole to Investigate the Efficacy and Safety in Patients With RLS",pramipexole,248.627,NCT00390689,Idiopathic Restless Legs Syndrome,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00390689?term=248.627&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Pramipexole Pilot Phase II Study in Children and Adolescents With Tourette Disorder According to DSM-IV Criteria,pramipexole,248.644,NCT00558467,Tourette Syndrome,Phase 2,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00558467?term=248.644&rank=1,,N,N,Y,N,Y,N,N,,1-Apr-2014
Boehringer Ingelheim,Telmisartan 80mg Plus Hydrochlorothiazide 25mg First Line in Moderate or Severe Hypertension,telmisartan,502.55,NCT00926289,Hypertension,Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00926289?term=502.550&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Telmisartan (Micardis) and Amlodipine (Norvasc) - Factorial Design Study for the Treatment of Hypertension,telmisartan + amlodipine,1235.1,NCT00281580,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00281580?term=1235.1&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Filtered Trial for Amlodipine Non-responder,telmisartan + amlodipine,1235.13,NCT00558064,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00558064?term=1235.13&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Telmisartan and Amlodipine Fixed Dose Combination [FDC] Trial for the Treatment of Severe Hypertension,telmisartan + amlodipine,1235.2,NCT00860262,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00860262?term=1235.20&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Telmisartan Fixed Dose Combination vs Amlodipine in Hypertensive Patients With Type 2 Diabetes Mellitus,telmisartan + amlodipine,1235.21,NCT00877929,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00877929?term=1235.21&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,"An Eight-week Randomized, Double-blind Study to Evaluate the Efficacy and Safety of Fixed-dose Combinations of T80+A5 Versus A5 Monotherapy in Patients With Hypertension Who Fail to Respond Adequately to Treatment With A5 Monotherapy",telmisartan + amlodipine,1235.29,NCT01103960,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT01103960?term=1235.29&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Telmisartan/Amlodipine (80/5) vs. Telmisartan/Amlodipine (40/5) vs. Amlodipine 10 or 5 in Resistant Hypertension,telmisartan + amlodipine,1235.5,NCT00558428,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00558428?term=1235.5&rank=2,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Telmisartan/Amlodipine (80/10) vs. Telmisartan/Amlodipine (40/10) vs. amlodipine10 in Resistant Hypertension,telmisartan + amlodipine,1235.6,NCT00553267,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00553267?term=1235.6&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Open Label Study Telmisartan and Amlodipine in Hypertension,telmisartan + amlodipine,1235.7,NCT00614380,Hypertension,Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00614380?term=1235.7&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Evaluation of the Long- Term Effects of Spiriva on Lung Function in COPD Patients,tiotropium bromide,205.235,NCT00144339,"Pulmonary Disease, Chronic Obstructive",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00144339?term=205.235&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,A Trial Comparing Treatment With Tiotropium Inhalation Capsules to Combivent Inhalation Aerosol in COPD Patients,tiotropium bromide,205.325,NCT00359788,"Pulmonary Disease, Chronic Obstructive",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00359788?term=205.325&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Effect of Tiotropium Plus Salmeterol vs. Fluticasone/Salmeterol on Static Lung Volumes and Exercise Endurance in COPD,tiotropium bromide,205.334,NCT00530842,"Pulmonary Disease, Chronic Obstructive",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00530842?term=205.334&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Trial Comparing Tiotropium Inhalation Capsules vs Placebo in Chronic Obstructive Pulmonary Disease (COPD),tiotropium bromide,205.365,NCT00523991,"Pulmonary Disease, Chronic Obstructive",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00523991?term=205.365&rank=1,,N,Y,Y,N,Y,Y,N,,1-Apr-2014
Boehringer Ingelheim,Tiotropium In Exercise,tiotropium bromide,205.368,NCT00525512,"Pulmonary Disease, Chronic Obstructive",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00525512?term=205.368&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
Boehringer Ingelheim,Tiotropium Once Daily 18 Mcg Versus Salmeterol Twice Daily 50 Mcg on Time to First Exacerbation in COPD Patients,tiotropium bromide,205.389,NCT00563381,"Pulmonary Disease, Chronic Obstructive",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,http://clinicaltrials.gov/ct2/show/NCT00563381?term=205.389&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
GSK,"Efficacy study of GSK Biologicals’ quadrivalent influenza vaccine, GSK2282512A, (FLU Q-QIV) when administered in children",Influenza Vaccine (Quadrivalent),114541,NCT01218308,Influenza,Phase 3,http://www.gsk-clinicalstudyregister.com/study/114541,http://clinicaltrials.gov/show/NCT01218308,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
GSK,Immunogenicity and Safety Study of GSK Biologicals' Quadrivalent Influenza Vaccine (GSK2282512A) When Administered in Children,"Influenza Vaccine (Split Virion, Inactivated)",113314,NCT01198756,Influenza,Phase 3,http://www.gsk-clinicalstudyregister.com/study/113314,http://clinicaltrials.gov/show/NCT01198756,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
GSK,Immunogenicity & safety study of GSK Biologicals’ thimerosal-free trivalent influenza vaccine (TIV) versus a licensed comparator in children,"Influenza Vaccine (Split Virion, Inactivated, Fluviral)",112999,NCT00980005,Influenza,Phase 3,http://www.gsk-clinicalstudyregister.com/study/112999,http://clinicaltrials.gov/show/NCT00980005,,Y,Y,Y,Y,Y,Y,Y,,1-Apr-2014
GSK,An adaptive design study for the assessment of the pharmacokinetics of albiglutide in subjects with normal renal function and subjects with moderate-to-severe renal impairment and hemodialysis.,albiglutide,GLP108370,NCT00938158,"Diabetes Mellitus, Type 2",Phase 1,http://www.gsk-clinicalstudyregister.com/study/108370,http://clinicaltrials.gov/show/NCT00938158,,Y,Y,Y,Y,Y,Y,Y,,1-May-2014
GSK,"A multicentre, double-blind, placebo-controlled, parallel group study of the efficacy and tolerability of long-term inhaled fluticasone propionate 500mg twice daily via a Volumatic Spacer device in patients with non-asthmatic chronic obstructive pulmonary disease, including…",fluticasone propionate,FLTB3054 (FLIT78) [ISOLDE],,"Pulmonary Disease, Chronic Obstructive",Phase 3,http://www.gsk-clinicalstudyregister.com/study/FLTB3054,,,Y,Y,Y,Y,Y,Y,Y,A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A double-blind, placebo-controlled, fixed-dosage study comparing the efficacy and tolerability of paroxetine CR and citalopram to placebo in the treatment of Major Depressive Disorder with anxiety",paroxetine,29060/785,,"Depressive Disorder, Major",Phase 4,http://www.gsk-clinicalstudyregister.com/study/29060/785,,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study. An annotated case report form is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A multicenter, randomized, double-blind, placebo-controlled comparison of paroxetine and fluoxetine in the treatment of major depressive disorder.",paroxetine,MY-1043/BRL-029060/115,,"Depressive Disorder, Major",Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/115,,,Y,N,Y,Y,Y,N,N,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study. An annotated case report form and a reporting and analysis plan are not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A Double-blind, Multicentre Placebo-Controlled Study of Paroxetine in Adolescents with Unipolar Major Depression.",paroxetine,BRL-029060/377,,"Depressive Disorder, Major",Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/377,,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study.  An annotated case report form is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A Double-Blind, Placebo Controlled Trial to Evaluate the Clinical Effects of Immediate Release Paroxetine and Modified Release Paroxetine in the Treatment of Major Depression",paroxetine,29060/448,,"Depressive Disorder, Major",Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/448,,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study.  An annotated case report form is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A Double-Blind, Placebo Controlled Trial to Evaluate the Clinical Effects of Immediate Release Paroxetine and Modified Release Paroxetine in the Treatment of Major Depression",paroxetine,29060/449,,"Depressive Disorder, Major",Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/449,,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study.  An annotated case report form is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A multi-center, double blind, placebo-controlled flexible dose study to evaluate the efficacy and safety of Paroxetine in children with major depression.",paroxetine,BRL-029060/701,,Major Depressive Disorder,Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/701,,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study.  An annotated case report form is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"A double-blind, placebo-controlled, 3-arm, fixed-dose study of 12.5 mg/day and 25mg/day Paroxetine CR in the treatment of Major Depression.",paroxetine,29060/810,,"Depressive Disorder, Major",Phase 4,http://www.gsk-clinicalstudyregister.com/study/29060/810,,,Y,N,Y,Y,Y,N,N,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study. An annotated case report form and a reporting and analysis plan are not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-May-2014
GSK,"Assessment of Paxil CR, 12.5 and 25 mg/day in treating elderly patients with major depression",paroxetine,29060/874,NCT00067444,"Depressive Disorder, Major",Phase 3,http://www.gsk-clinicalstudyregister.com/study/29060/874,http://clinicaltrials.gov/show/NCT00067444,,Y,N,Y,Y,Y,N,Y,The data from this study is provided in combined datasets containing data from other paroxetine studies. A raw dataset is not available for this study.  An annotated case report form is not available for this study.,1-May-2014
GSK,A multi-center trial comparing the efficacy and safety of GSK573719/GW642444 with GSK573719 and with tiotropium over 24 weeks in subjects with COPD,umeclidinium bromide,DB2113374,NCT01316913,"Pulmonary Disease, Chronic Obstructive",Phase 3,http://www.gsk-clinicalstudyregister.com/study/113374,http://clinicaltrials.gov/show/NCT01316913,,Y,Y,Y,Y,Y,Y,Y,,1-May-2014
GSK,A multicenter trial comparing the efficacy and safety of GSK573719/GW642444 with GW642444 and with tiotropium over 24 weeks in subjects with COPD,umeclidinium bromide,DB2113360,NCT01316900,"Pulmonary Disease, Chronic Obstructive",Phase 3,http://www.gsk-clinicalstudyregister.com/study/113360,http://clinicaltrials.gov/show/NCT01316900,,Y,Y,Y,Y,Y,Y,Y,,1-May-2014
GSK,"Medical Record Review and Data Abstraction for Pediatric, Adolescent and Pregnant Patients treated with IV zanamivir in the Relenza Compassionate Use Program",zanamivir,NAI115008,NCT01353768,"Infections, Respiratory Tract",N/A,http://www.gsk-clinicalstudyregister.com/study/115008,http://clinicaltrials.gov/show/NCT01353768,,N,Y,Y,Y,Y,Y,Y,The statistical analysis for this study did not create a separate analysis-ready dataset and this is therefore not available.,1-May-2014
ViiV,"A Phase II, Open-Label, Randomized Study to Compare the Efficacy and Safety of EPIVIR/ZIAGEN/Zerit (3TC/ABC/d4T) Versus EPIVIR/ZIAGEN/Sustiva (3TC/ABC/EFV) Versus EPIVIR/ZIAGEN/GW433908/Norvir (3TC/ABC/908/RTV) for 96 Weeks in the Treatment of HIV-1 Infected Subjects Who are Antiretroviral Thera ...",fosamprenavir,ESS40001,N/A,"Infection, Human Immunodeficiency Virus I",Phase 2,http://www.viiv-clinicalstudyregister.com/study/ESS40001,,,N,Y,Y,N,Y,Y,Y,"A link to Clinicaltrials.gov and a NCT ID number is not available for this study because the study was conducted before regulatory requirements to register studies. Due to the age of this study, the analysis-ready dataset and dataset specification are not available.",1-Apr-2014
Lilly,A Dose Response Study of Duloxetine versus Placebo in Patients with Painful Diabetic Neuropathy,Duloxetine hydrochloride,F1J-MC-HMAW,Not available,Diabetic Peripheral Neuropathic Pain,Phase 2,Not available,Not available,Not available,Y,Y,Y,Y,Y,Y,Y,A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Jun-2014
